name,year,latitude,longitude,city,region,rating,zipCode,url,cuisine,price
"Kilian Stuba",2019,47.34858,10.17114,Kleinwalsertal,Austria,"One star",87568,https://guide.michelin.com/at/en/vorarlberg/kleinwalsertal/restaurant/kilian-stuba,Creative,$$$$$
Pfefferschiff,2019,47.83787,13.07917,Hallwang,Austria,"One star",5300,https://guide.michelin.com/at/en/salzburg-region/hallwang/restaurant/pfefferschiff,"Classic cuisine",$$$$$
Esszimmer,2019,47.80685,13.03409,Salzburg,Austria,"One star",5020,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/esszimmer,Creative,$$$$$
"Carpe Diem",2019,47.80001,13.04006,Salzburg,Austria,"One star",5020,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/carpe-diem,"Market cuisine",$$$$$
Edvard,2019,48.216503,16.36852,Wien,Austria,"One star",1010,https://guide.michelin.com/at/en/vienna/wien/restaurant/edvard,"Modern cuisine",$$$$
"Das Loft",2019,48.21272,16.37931,Wien,Austria,"One star",1020,https://guide.michelin.com/at/en/vienna/wien/restaurant/das-loft,"Modern cuisine",$$$$$
"Pramerl & the Wolf",2019,48.20945,16.37174,Wien,Austria,"One star",1090,https://guide.michelin.com/at/en/vienna/wien/restaurant/pramerl-the-wolf,Creative,$$$$$
"Walter Bauer",2019,48.20923,16.37672,Wien,Austria,"One star",1010,https://guide.michelin.com/at/en/vienna/wien/restaurant/walter-bauer,"Classic cuisine",$$$$$
SHIKI,2019,48.204067,16.37098,Wien,Austria,"One star",1010,https://guide.michelin.com/at/en/vienna/wien/restaurant/shiki,Japanese,$$$$$
Tian,2019,48.20513,16.37456,Wien,Austria,"One star",1010,https://guide.michelin.com/at/en/vienna/wien/restaurant/tian,Vegetarian,$$$$$
aend,2019,48.18957,16.34115,Wien,Austria,"One star",1010,https://guide.michelin.com/at/en/vienna/wien/restaurant/aend,"Modern cuisine",$$$$$
"Le Ciel by Toni Mörwald",2019,48.20209,16.37156,Wien,Austria,"One star",1010,https://guide.michelin.com/at/en/vienna/wien/restaurant/le-ciel-by-toni-morwald,"Classic cuisine",$$$$$
"Chez TJ",2019,37.39468,-122.08044,"South San Francisco",California,"One star",94041,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/chez-tj,Contemporary,$$$$
Protégé,2019,37.427853,-122.14362,"South San Francisco",California,"One star",94301,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/protege,Contemporary,$$$
Madera,2019,37.42014,-122.21151,"San Francisco",California,"One star",94025,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madera,Contemporary,$$$
"The Village Pub",2019,37.42897,-122.25178,"San Francisco",California,"One star",94062,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub,Contemporary,$$$
"Plumed Horse",2019,37.25648,-122.03537,"South San Francisco",California,"One star",95070,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/plumed-horse,Contemporary,$$$$
Wakuriya,2019,37.52114,-122.3366,"San Francisco",California,"One star",94402,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wakuriya,Japanese,$$$$
"Sushi Yoshizumi",2019,37.565075,-122.3211,"San Francisco",California,"One star",94401,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi,Japanese,$$$$
Rasa,2019,37.577522,-122.345985,"San Francisco",California,"One star",94010,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rasa,Indian,$$
Maum,2019,37.72669,-122.414215,"South San Francisco",California,"One star",94101,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/maum,Korean,$$$$
"Al's Place",2019,37.748924,-122.42013,"San Francisco",California,"One star",94110,https://guide.michelin.com/us/en/california/san-francisco/restaurant/al-s-place,Californian,$$
Aster,2019,37.755054,-122.423134,"San Francisco",California,"One star",94110,https://guide.michelin.com/us/en/california/san-francisco/restaurant/aster,Californian,$$$
Omakase,2019,37.77077,-122.40298,"San Francisco",California,"One star",94103,https://guide.michelin.com/us/en/california/san-francisco/restaurant/omakase,Japanese,$$$$
Commonwealth,2019,37.761395,-122.41946,"San Francisco",California,"One star",94110,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commonwealth,Contemporary,$$
Luce,2019,37.78194,-122.40498,"San Francisco",California,"One star",94103,https://guide.michelin.com/us/en/california/san-francisco/restaurant/luce,Contemporary,$$$
Birdsong,2019,37.779495,-122.41048,"San Francisco",California,"One star",94101,https://guide.michelin.com/us/en/california/san-francisco/restaurant/birdsong,American,$$$$
"In Situ",2019,37.785633,-122.40113,"San Francisco",California,"One star",94103,https://guide.michelin.com/us/en/california/san-francisco/restaurant/in-situ,International,$$$$
Mourad,2019,37.78695,-122.39987,"San Francisco",California,"One star",94105,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mourad,Moroccan,$$$
Hashiri,2019,37.783062,-122.40754,"San Francisco",California,"One star",94103,https://guide.michelin.com/us/en/california/san-francisco/restaurant/hashiri,Japanese,$$$$
Angler,2019,37.793167,-122.39213,"San Francisco",California,"One star",94101,https://guide.michelin.com/us/en/california/san-francisco/restaurant/angler,Contemporary,$$$$
"Rich Table",2019,37.774914,-122.42271,"San Francisco",California,"One star",94102,https://guide.michelin.com/us/en/california/san-francisco/restaurant/rich-table,Contemporary,$$$
"Kin Khao",2019,37.785267,-122.40951,"San Francisco",California,"One star",94102,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kin-khao,Thai,$$
"Michael Mina",2019,37.79349,-122.399574,"San Francisco",California,"One star",94102,https://guide.michelin.com/us/en/california/san-francisco/restaurant/michael-mina,Contemporary,$$$$
"Sons & Daughters",2019,37.79037,-122.40917,"San Francisco",California,"One star",94108,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sons-daughters,Contemporary,$$$$
"Mister Jiu's",2019,37.79371,-122.406654,"San Francisco",California,"One star",94108,https://guide.michelin.com/us/en/california/san-francisco/restaurant/mister-jius,Chinese,$$$
Nico,2019,37.795803,-122.40333,"San Francisco",California,"One star",94101,https://guide.michelin.com/us/en/california/san-francisco/restaurant/nico,Contemporary,$$$
jū-ni,2019,37.77672,-122.43886,"San Francisco",California,"One star",94117,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,Japanese,$$$$
"Keiko à Nob Hill",2019,37.793106,-122.41445,"San Francisco",California,"One star",94109,https://guide.michelin.com/us/en/california/san-francisco/restaurant/keiko-a-nob-hill,Fusion,$$$$
"The Progress",2019,37.78371,-122.43282,"San Francisco",California,"One star",94115,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-progress,Californian,$$$
"State Bird Provisions",2019,37.783737,-122.43283,"San Francisco",California,"One star",94115,https://guide.michelin.com/us/en/california/san-francisco/restaurant/state-bird-provisions,American,$$
Octavia,2019,37.787857,-122.42709,"San Francisco",California,"One star",94109,https://guide.michelin.com/us/en/california/san-francisco/restaurant/octavia,Californian,$$$
SPQR,2019,37.78732,-122.43375,"San Francisco",California,"One star",94115,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spqr,Italian,$$$
"Lord Stanley",2019,37.79592,-122.42208,"San Francisco",California,"One star",94109,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lord-stanley,Californian,$$$
Kinjo,2019,37.79699,-122.422005,"San Francisco",California,"One star",94109,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kinjo,Japanese,$$$$
Sorrel,2019,37.788334,-122.44614,"San Francisco",California,"One star",94101,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sorrel,Californian,$$$
"Gary Danko",2019,37.80599,-122.42066,"San Francisco",California,"One star",94109,https://guide.michelin.com/us/en/california/san-francisco/restaurant/gary-danko,Contemporary,$$$$
"Bar Crenn",2019,37.798435,-122.43581,"San Francisco",California,"One star",94101,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bar-crenn,French,$$$
Spruce,2019,37.78772,-122.45264,"San Francisco",California,"One star",94118,https://guide.michelin.com/us/en/california/san-francisco/restaurant/spruce,Californian,$$$
Wako,2019,37.783035,-122.461525,"San Francisco",California,"One star",94118,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wako,Japanese,$$$$
Madcap,2019,37.974712,-122.56168,"San Francisco",California,"One star",94960,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madcap,Contemporary,$$$$
Aubergine,2019,36.55406,-121.924355,Monterey,California,"One star",93921,https://guide.michelin.com/us/en/california/monterey/restaurant/aubergine,Contemporary,$$$$
Kenzo,2019,38.29924,-122.28928,"San Francisco",California,"One star",94559,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kenzo,Japanese,$$$$
"La Toque",2019,38.30351,-122.28349,"San Francisco",California,"One star",94573,https://guide.michelin.com/us/en/california/san-francisco/restaurant/la-toque,Contemporary,$$$$
Bouchon,2019,38.40258,-122.3619,"San Francisco",California,"One star",94599,https://guide.michelin.com/us/en/california/san-francisco/restaurant/bouchon,French,$$$
"Auberge du Soleil",2019,38.49199,-122.40534,"San Francisco",California,"One star",94573,https://guide.michelin.com/us/en/california/san-francisco/restaurant/auberge-du-soleil,Californian,$$$$
"Farmhouse Inn & Restaurant",2019,38.49039,-122.8835,"San Francisco",California,"One star",95436,https://guide.michelin.com/us/en/california/san-francisco/restaurant/farmhouse-inn-restaurant,Californian,$$$$
"The Kitchen",2019,38.58894,-121.41424,Sacramento,California,"One star",95825,https://guide.michelin.com/us/en/california/us-sacramento/restaurant/the-kitchen559371,Contemporary,$$$$
"Madrona Manor",2019,38.60428,-122.88647,"San Francisco",California,"One star",95448,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madrona-manor,Contemporary,$$$$
"Harbor House",2019,39.135876,-123.719444,"San Francisco",California,"One star",N/A,https://guide.michelin.com/us/en/california/san-francisco/restaurant/harbor-house,Californian,$$$$
"Shin Sushi",2019,34.15784,-118.49415,"Los Angeles",California,"One star",91436,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shin-sushi,Japanese,$$$
"Rustic Canyon",2019,34.024952,-118.49118,"Los Angeles",California,"One star",90401,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/rustic-canyon,Californian,$$$
Dialogue,2019,34.01679,-118.49748,"Los Angeles",California,"One star",90401,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/dialogue,Contemporary,$$$$
Kato,2019,34.041683,-118.460915,"Los Angeles",California,"One star",90025,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kato,Asian,$$$
CUT,2019,34.067036,-118.401024,"Los Angeles",California,"One star",90212,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/cut559418,Steakhouse,$$$$
"Nozawa Bar",2019,34.0683,-118.39849,"Los Angeles",California,"One star",90210,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/nozawa-bar,Japanese,$$$$
Shunji,2019,34.028496,-118.45195,"Los Angeles",California,"One star",90064,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shunji,Japanese,$$$$
Maude,2019,34.064346,-118.39904,"Los Angeles",California,"One star",90212,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/maude,Contemporary,$$$$
"Mori Sushi",2019,34.033398,-118.44229,"Los Angeles",California,"One star",90064,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/mori-sushi,Japanese,$$$$
"Trois Mec",2019,34.084255,-118.33851,"Los Angeles",California,"One star",90028,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/trois-mec,Contemporary,$$$$
"Osteria Mozza",2019,34.08342,-118.338974,"Los Angeles",California,"One star",90028,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/osteria-mozza,Italian,$$$
Kali,2019,34.083443,-118.32455,"Los Angeles",California,"One star",90028,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kali,Californian,$$$
"Le Comptoir",2019,34.06354,-118.30057,"Los Angeles",California,"One star",90020,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/le-comptoir,Californian,$$$$
"Q Sushi",2019,34.046883,-118.255844,"Los Angeles",California,"One star",90017,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/q-sushi,Japanese,$$$$
Shibumi,2019,34.044155,-118.256134,"Los Angeles",California,"One star",90014,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/shibumi559644,Japanese,$$$$
Hayato,2019,34.03311,-118.24265,"Los Angeles",California,"One star",90001,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/hayato,Japanese,$$$$
"Bistro Na's",2019,34.104412,-118.07159,"Los Angeles",California,"One star",91780,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/bistro-na-s,Chinese,$$
"Orsa & Winston",2019,33.92145,-118.275406,"Los Angeles",California,"One star",90013,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/orsa-winston,Fusion,$$$$
"Taco María",2019,33.69475,-117.924965,"Costa Mesa",California,"One star",92626,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/taco-maria,Mexican,$$$
"Hana re",2019,33.67759,-117.886566,"Costa Mesa",California,"One star",92626,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/hana-re,Japanese,$$$$
Addison,2019,32.939903,-117.20013,"San Diego",California,"One star",92130,https://guide.michelin.com/us/en/california/us-san-diego/restaurant/addison,Contemporary,$$$$
Parachute,2019,41.94483,-87.70638,Chicago,Chicago,"One star",60618,https://guide.michelin.com/us/en/illinois/chicago/restaurant/parachute,Fusion,$$
Goosefoot,2019,41.96856,-87.69596,Chicago,Chicago,"One star",60625,https://guide.michelin.com/us/en/illinois/chicago/restaurant/goosefoot,Contemporary,$$$$
Elizabeth,2019,41.969555,-87.688736,Chicago,Chicago,"One star",60625,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elizabeth,Contemporary,$$$$
"EL Ideas",2019,41.863,-87.68686,Chicago,Chicago,"One star",60618,https://guide.michelin.com/us/en/illinois/chicago/restaurant/el-ideas,Contemporary,$$$$
"Band of Bohemia",2019,41.967308,-87.67477,Chicago,Chicago,"One star",60640,https://guide.michelin.com/us/en/illinois/chicago/restaurant/band-of-bohemia,Gastropub,$$$
Schwa,2019,41.90888,-87.66792,Chicago,Chicago,"One star",60662,https://guide.michelin.com/us/en/illinois/chicago/restaurant/schwa,Contemporary,$$$$
Temporis,2019,41.898907,-87.66725,Chicago,Chicago,"One star",N/A,https://guide.michelin.com/us/en/illinois/chicago/restaurant/temporis,Contemporary,$$$$
Entente,2019,41.93721,-87.6652,Chicago,Chicago,"One star",60657,https://guide.michelin.com/us/en/illinois/chicago/restaurant/entente,Contemporary,$$$
Elske,2019,41.884426,-87.66071,Chicago,Chicago,"One star",60607,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elske,Contemporary,$$$$
"Dusek's (Board & Beer)",2019,41.857853,-87.65757,Chicago,Chicago,"One star",60608,https://guide.michelin.com/us/en/illinois/chicago/restaurant/dusek-s-board-beer,Gastropub,$$
Roister,2019,41.886658,-87.65187,Chicago,Chicago,"One star",60607,https://guide.michelin.com/us/en/illinois/chicago/restaurant/roister,Contemporary,$$$
Boka,2019,41.91363,-87.64806,Chicago,Chicago,"One star",60614,https://guide.michelin.com/us/en/illinois/chicago/restaurant/boka,Contemporary,$$$
Blackbird,2019,41.88423,-87.64356,Chicago,Chicago,"One star",60661,https://guide.michelin.com/us/en/illinois/chicago/restaurant/blackbird,Contemporary,$$$
Sepia,2019,41.88394,-87.64247,Chicago,Chicago,"One star",60661,https://guide.michelin.com/us/en/illinois/chicago/restaurant/sepia,American,$$$
"North Pond",2019,41.9296,-87.63762,Chicago,Chicago,"One star",60614,https://guide.michelin.com/us/en/illinois/chicago/restaurant/north-pond,Contemporary,$$$
Everest,2019,41.87597,-87.63212,Chicago,Chicago,"One star",60605,https://guide.michelin.com/us/en/illinois/chicago/restaurant/everest,French,$$$$
Topolobampo,2019,41.89047,-87.63085,Chicago,Chicago,"One star",60654,https://guide.michelin.com/us/en/illinois/chicago/restaurant/topolobampo,Mexican,$$$$
Spiaggia,2019,41.90062,-87.62457,Chicago,Chicago,"One star",60611,https://guide.michelin.com/us/en/illinois/chicago/restaurant/spiaggia,Italian,$$$$
Monte,2019,45.08279,13.631168,Rovinj,Croatia,"One star",52210,https://guide.michelin.com/hr/en/istria/rovinj/restaurant/monte,Creative,$$$$$
"Draga di Lovrana",2019,45.275867,14.251401,Lovran,Croatia,"One star",51415,https://guide.michelin.com/hr/en/primorje-gorski-kotar/lovran/restaurant/draga-di-lovrana,"Modern cuisine",$$$$$
Noel,2019,45.811054,15.988205,Zagreb,Croatia,"One star",10000,https://guide.michelin.com/hr/en/zagreb-region/zagreb/restaurant/noel,"Modern cuisine",$$$$$
Pelegrini,2019,43.73603,15.888903,Šibenik,Croatia,"One star",22000,https://guide.michelin.com/hr/en/sibenik-knin/sibenik/restaurant/pelegrini,"Modern cuisine",$$$$$
360º,2019,42.641563,18.111523,Dubrovnik,Croatia,"One star",20000,https://guide.michelin.com/hr/en/dubrovnik-neretva/dubrovnik/restaurant/360%C2%BA,"Modern cuisine",$$$$$
Field,2019,50.0919,14.42193,Praha,"Czech Republic","One star","110 00",https://guide.michelin.com/cz/en/prague/praha/restaurant/field,"Modern cuisine",$$$$$
"La Degustation Bohême Bourgeoise",2019,50.09115,14.42511,Praha,"Czech Republic","One star","110 00",https://guide.michelin.com/cz/en/prague/praha/restaurant/la-degustation-boheme-bourgeoise,"Modern cuisine",$$$$$
Gastromé,2019,56.15788,10.20937,Aarhus,Denmark,"One star",8000,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/gastrome,"Modern cuisine",$$$
Domestic,2019,56.15893,10.212132,Aarhus,Denmark,"One star",8000,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/domestic,"Modern cuisine",$$$
Substans,2019,56.15415,10.20372,Aarhus,Denmark,"One star",8000,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/substans,"Modern cuisine",$$$
Frederikshøj,2019,56.12497,10.208638,Aarhus,Denmark,"One star",8000,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/frederikshoj,Creative,$$$$
Me‚Mu,2019,55.70901,9.53302,Vejle,Denmark,"One star",7100,https://guide.michelin.com/dk/en/vejle/restaurant/me%E2%80%9Amu,"Modern cuisine",$$$
"Ti Trin Ned",2019,55.56659,9.752689,Fredericia,Denmark,"One star",7000,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,"Modern cuisine",$$$
Slotskøkkenet,2019,55.771236,11.390805,Hørve,Denmark,"One star",4534,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,Creative,$$$$
"Søllerød Kro",2019,55.81325,12.49548,København,Denmark,"One star",2840,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,"Modern cuisine",$$
Jordnær,2019,55.748226,12.541014,København,Denmark,"One star",2820,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,Danish,$$$
Relæ,2019,55.693233,12.543222,København,Denmark,"One star","2200 N",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,"Modern cuisine",$$
"Kiin Kiin",2019,55.69188,12.55754,København,Denmark,"One star","2200 N",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,Thai,$$
"formel B",2019,55.67031,12.53798,København,Denmark,"One star","1800 C",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/formel-b,"Modern cuisine",$$
Kokkeriet,2019,55.68768,12.58492,København,Denmark,"One star","1306 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,"Modern cuisine",$$$
Clou,2019,55.68342,12.58497,København,Denmark,"One star","2100 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/clou,"Modern cuisine",$$$$
Marchal,2019,55.68034,12.58508,København,Denmark,"One star","1050 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,"Modern cuisine",$$
"Kong Hans Kælder",2019,55.6787,12.584003,København,Denmark,"One star","1070 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,"Classic French",$$$$
"Stud!o at The Standard",2019,55.67799,12.59191,København,Denmark,"One star","1058 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,Creative,$$$
108,2019,55.67785,12.5980835,København,Denmark,"One star","1401 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108,"Modern cuisine",$$$
"Era Ora",2019,55.673004,12.591292,København,Denmark,"One star","1414 K",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,Italian,$$
Alouette,2019,55.66265,12.57634,København,Denmark,"One star","2300 S",https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette,"Modern cuisine",$$$
Frederiksminde,2019,55.12417,12.04623,Præstø,Denmark,"One star",4720,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,Creative,$$$
"Kadeau Bornholm",2019,55.00457,14.969216,Pedersker,Denmark,"One star",3720,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,Creative,$$$$
Ask,2019,60.17236,24.95648,"Helsingfors / Helsinki",Finland,"One star",00170,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask,"Modern cuisine",$$$
Grön,2019,60.16446,24.93308,"Helsingfors / Helsinki",Finland,"One star",00180,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,Finnish,$$$
Demo,2019,60.164806,24.941635,"Helsingfors / Helsinki",Finland,"One star",00120,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo,"Modern cuisine",$$$
Olo,2019,60.16616,24.947704,"Helsingfors / Helsinki",Finland,"One star",00170,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,"Modern cuisine",$$$
Palace,2019,60.16556,24.95256,"Helsingfors / Helsinki",Finland,"One star",00130,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,"Modern cuisine",$$$
Ora,2019,60.157578,24.942947,"Helsingfors / Helsinki",Finland,"One star",00150,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,"Modern cuisine",$$$
Botrini's,2019,38.02318,23.79377,Athína,Greece,"One star","152 33",https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,Mediterranean,$$$$$
"Varoulko Seaside",2019,37.937378,23.658577,Athína,Greece,"One star","185 33",https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,Seafood,$$$$$
Hytra,2019,37.95818,23.71895,Athína,Greece,"One star",11745,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,"Modern cuisine",$$$$$
"Loaf On",2019,22.379858,114.27188,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,Cantonese,$$
"Lei Garden (Kwun Tong)",2019,22.312672,114.22482,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,Cantonese,$
"Tim Ho Wan (Sham Shui Po)",2019,22.32805,114.16665,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,"Dim Sum",$
"Lei Garden (Mong Kok)",2019,22.320219,114.17133,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,Cantonese,$
"Ming Court",2019,22.318314,114.16933,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,Cantonese,$$$
"Yat Tung Heen (Jordan)",2019,22.308014,114.17147,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,Cantonese,$$
"Fu Ho (Tsim Sha Tsui)",2019,22.3022,114.17194,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,Cantonese,$$
"Shang Palace",2019,22.297325,114.177155,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,Cantonese,$$$
"IM Teppanyaki & Wine",2019,22.280807,114.19211,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,Teppanyaki,$$
"Ah Yat Harbour View (Tsim Sha Tsui)",2019,22.296984,114.17197,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui,Cantonese,$$
Rech,2019,22.293434,114.174034,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,Seafood,$$$$
"Spring Moon",2019,22.294943,114.17182,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,Cantonese,$$$
"Imperial Treasure Fine Chinese Cuisine",2019,22.296177,114.170006,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,Cantonese,$$
"Sushi Tokami",2019,22.296112,114.16916,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,Sushi,$$$$$
Tosca,2019,22.30357,114.16007,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,Italian,$$$
Épure,2019,22.29583,114.169304,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,French,$$$
"Yee Tung Heen",2019,22.282295,114.184135,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,Cantonese,$$
"Yè Shanghai (Tsim Sha Tsui)",2019,22.295143,114.168236,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,Shanghainese,$
"Ho Hung Kee",2019,22.280058,114.18364,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,"Noodles and congee",$
"Jardin de Jade (Wan Chai)",2019,22.28025,114.17716,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,Shanghainese,$$
"Zhejiang Heen",2019,22.2787,114.17763,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,Shanghainese,$$
"Takumi by Daisuke Mori",2019,22.276512,114.17718,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,Innovative,$$$$$
"Kam's Roast Goose",2019,22.277693,114.175385,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,"Cantonese Roast Meats",$
"Pang's Kitchen",2019,22.26921,114.18452,"Hong Kong","Hong Kong","One star",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,Cantonese,$
